"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM102.10840__k141_82002_7",875.489959377198,-2.37566118259615,1.60508552357564,-1.48008386325976,0.138850867416435,0.807569679332565
"UHM102.10840__k141_82002_39",2006.59786976576,-2.34820041962922,1.33940245159027,-1.75317016692123,0.0795728022295738,0.807569679332565
"UHM102.10840__k141_69380_5",1049.77382334406,-2.01722931968019,1.33103738166569,-1.51553168037684,0.129637813743197,0.807569679332565
"UHM102.10840__k141_69380_101",1665.22386257871,-2.05395017787438,1.46178875203534,-1.40509370797561,0.15999341488262,0.807569679332565
"UHM102.10840__k141_69380_133",876.688710181941,-2.01783009294835,1.60829918218175,-1.25463602500316,0.209610919489247,0.807569679332565
"UHM102.10840__k141_69380_293",1189.5333862471,-2.04954845193251,1.62510695368737,-1.26117757805545,0.207244875087371,0.807569679332565
"UHM102.10840__k141_69380_325",992.003649829433,-2.08056139890781,1.58778879703598,-1.31035147923434,0.190076959814452,0.807569679332565
"UHM102.10840__k141_5936_1",1440.23136110414,-2.01484436068584,1.44314587794368,-1.39614739679454,0.162670113504066,0.807569679332565
"UHM102.10840__k141_5936_65",772.764528931923,-2.08766062057451,1.56455653006714,-1.33434655792521,0.18209030582778,0.807569679332565
"UHM102.10840__k141_19668_139",3139.72496842858,-2.01561452108194,1.23117611697823,-1.63714556616726,0.101600057612871,0.807569679332565
"UHM102.10840__k141_96961_9",1226.33832487588,-2.06932580738377,1.38336728893046,-1.49586145627577,0.134689762302343,0.807569679332565
"UHM102.10840__k141_45590_21",1885.9147971662,-2.01629584842187,1.41903535399112,-1.42089190572378,0.155348186486408,0.807569679332565
"UHM102.10840__k141_45590_85",1139.57424046349,-2.05320523922521,1.43940517035453,-1.42642619431435,0.153745357088777,0.807569679332565
"UHM102.10840__k141_12721_29",798.662420856364,-2.02806623867284,1.49801463667531,-1.35383606342721,0.175788685293082,0.807569679332565
"UHM102.10840__k141_63875_26",1342.93214522389,-2.43225381185741,1.53729669509715,-1.58216290948554,0.113612385224748,0.807569679332565
"UHM102.10840__k141_16519_18",1203.72269367548,-2.07293288082484,1.50937424734454,-1.37337236571498,0.169636616110697,0.807569679332565
"UHM102.10840__k141_70318_35",730.424621384193,-2.10597619916448,1.34802437168998,-1.56226863801007,0.11822471693944,0.807569679332565
"UHM102.10840__k141_76675_247",830.29677718167,-2.07246128244123,1.21845451481417,-1.70089343282323,0.0889630000318906,0.807569679332565
"UHM102.10840__k141_76675_279",1438.79329539502,-2.08059374929702,1.48975539369119,-1.39660091724313,0.162533614322132,0.807569679332565
"UHM102.10840__k141_83477_56",2663.10059543766,-2.02882494390954,1.2246255959199,-1.65668997175055,0.0975821715179342,0.807569679332565
"UHM102.10840__k141_83477_88",5199.91993134058,-2.02088962222549,1.25593753635079,-1.6090685752552,0.107601347705864,0.807569679332565
"UHM102.10840__k141_83477_152",679.898721813144,-2.04142063695031,1.47068307977167,-1.38807651018005,0.165113748515129,0.807569679332565
"UHM102.10840__k141_83477_184",1196.0812711561,-2.04092020175236,1.39578243836819,-1.46220510134688,0.143685014132703,0.807569679332565
"UHM102.10840__k141_83477_216",1107.92740518567,-2.0164835131516,1.50624039201328,-1.33875278066094,0.180651167466665,0.807569679332565
"UHM102.35765__k141_9550_21",8307.51290354598,-2.06436899028971,1.35474372944924,-1.52380774711462,0.127556743734645,0.807569679332565
"UHM102.35765__k141_33453_22",2561.6394546044,-2.05206089865885,1.4092959044934,-1.45608945014036,0.14536789357084,0.807569679332565
"UHM102.35765__k141_33453_54",3887.42659296184,-2.01247168403105,1.31610307056524,-1.52911404056426,0.126236175219688,0.807569679332565
"UHM102.35765__k141_86024_16",935.540388091289,-2.04220542693796,1.48926194163824,-1.3712869239722,0.170285530281248,0.807569679332565
"UHM102.35765__k141_86024_48",1005.45659958209,-2.02255307052119,1.47273849960858,-1.37332803553294,0.169650390747879,0.807569679332565
"UHM102.35765__k141_519_3",2161.48157142618,-2.38974355380185,1.38553173721667,-1.72478442002526,0.0845663305182546,0.807569679332565
"UHM102.35765__k141_138516_31",949.966246814985,-2.00823547661076,1.54696244605932,-1.29817985027787,0.194225540454162,0.807569679332565
